Date	Open	High	Low	Close	Adj	Close
2001-05-01	26.01	27.27	25.29	25.64	9.65
2001-04-01	22.65	25.88	21.75	25.64	9.65
2001-03-01	25.49	25.81	23.04	23.26	8.76
2001-02-01	28.27	28.27	25.34	25.34	9.54
2001-01-01	26.3	28.57	26.3	28.32	10.66
2000-12-01	30.89	32.88	25.85	27.08	8.83
2000-11-01	33.66	34.07	30.62	30.62	9.99
2000-10-01	34.25	34.25	31.4	33.75	11.01
2000-09-01	36.13	36.13	34.28	34.46	11.24
2000-08-01	33.72	35.91	33.68	35.91	11.71
2000-07-01	34.12	35.38	33.1	33.55	10.94
2000-06-01	32.73	34.74	32.73	33.82	11.03
2000-05-01	33.13	33.13	30.41	31.86	10.39
2000-04-01	33.25	34.64	29.56	32.88	10.72
2000-03-01	33.51	35.23	32.44	34.28	11.18
2000-02-01	29.63	33.05	29.63	33.05	10.78
2000-01-01	28.98	30.04	27.38	29.07	9.48
1999-12-01	29.1	30.31	27	29.14	8.46
1999-11-01	27.64	29.84	27.61	28.98	8.42
1999-10-01	26.21	27.78	25.48	27.78	8.07
1999-09-01	26.45	27.59	25.88	26.09	7.58
1999-08-01	26.28	26.94	25.28	26.2	7.61
1999-07-01	26.89	27.7	26.18	26.36	7.66
1999-06-01	24.62	26.67	24.62	26.67	7.75
1999-05-01	24.86	26.05	24.46	24.79	7.2
1999-04-01	23.98	25.31	23.48	24.53	7.13
1999-03-01	23.17	24.32	22.94	23.75	6.9
1999-02-01	24.1	24.18	22.78	23.16	6.73
1999-01-01	22.32	24.15	22.32	24.15	7.02
1998-12-01	22.85	23.83	21.89	22.4	5.88
1998-11-01	21.3	23.01	21.22	22.58	5.93
1998-10-01	18.9	20.91	17.51	20.91	5.49
1998-09-01	18.61	20.49	18.45	19.46	5.11
1998-08-01	21.44	21.44	17.95	17.95	4.71
1998-07-01	21.81	22.69	21.58	21.63	5.68
1998-06-01	20.3	21.64	19.83	21.5	5.64
1998-05-01	21.68	21.81	20.52	20.52	5.38
1998-04-01	21.22	21.64	20.84	21.5	5.64
1998-03-01	20.22	21.01	19.87	20.99	5.51
1998-02-01	19.33	20.38	19.33	20.25	5.31
1998-01-01	18.87	19.03	17.95	19.03	4.99
1997-12-01	20.93	21.14	18.08	18.78	4.4
1997-11-01	21.05	21.18	20.14	20.62	4.84
1997-10-01	21.28	21.77	19.68	20.59	4.83
1997-09-01	20.53	21.47	20.53	21.25	4.98
1997-08-01	20.19	20.67	19.97	20.14	4.72
1997-07-01	18.78	20.19	18.78	20.19	4.73
1997-06-01	18.33	19.1	18.07	18.64	4.37
1997-05-01	17.21	18.37	17.21	18.24	4.28
1997-04-01	16.67	17.11	16.46	17.11	4.01
1997-03-01	17.33	17.75	16.66	16.66	3.91
1997-02-01	17.51	17.79	17.23	17.23	4.04
1997-01-01	16.41	17.56	16.41	17.56	4.12
1996-12-01	17.95	17.98	16.36	16.57	3.67
1996-11-01	16.35	17.79	16.35	17.79	3.94
1996-10-01	16.18	16.65	16.08	16.28	3.61
1996-09-01	15.38	16.28	15.19	16.27	3.61
1996-08-01	15.16	15.61	15.16	15.39	3.41
1996-07-01	16.26	16.26	14.45	14.9	3.3
1996-06-01	16.52	16.59	15.84	16.11	3.57
1996-05-01	16.57	16.75	16.09	16.61	3.68
1996-04-01	15.94	16.57	15.63	16.52	3.66
1996-03-01	15.93	16.17	15.66	15.78	3.5
1996-02-01	15.74	16.42	15.74	15.99	3.54
1996-01-01	15.36	15.67	14.72	15.67	3.47
1995-12-01	16.71	16.93	15.05	15.27	3.25
1995-11-01	16.34	16.78	16.31	16.77	3.57
1995-10-01	16.5	16.58	16.03	16.27	3.47
1995-09-01	16.53	16.95	16.48	16.58	3.53
1995-08-01	16.32	16.79	16.23	16.55	3.52
1995-07-01	15.72	16.49	15.72	16.4	3.49
1995-06-01	14.89	15.98	14.89	15.66	3.34
1995-05-01	14.31	15.02	14.3	14.79	3.15
1995-04-01	13.92	14.37	13.77	14.37	3.06
1995-03-01	13.48	14.08	13.43	13.91	2.96
1995-02-01	12.98	13.5	12.98	13.48	2.87
1995-01-01	12.69	13.1	12.69	12.9	2.75
1994-12-01	13.15	13.31	12.6	12.77	2.66
1994-11-01	13.64	13.66	13.16	13.33	2.77
1994-10-01	13.4	13.73	13.1	13.73	2.86
1994-09-01	13.66	13.78	13.36	13.44	2.8
1994-08-01	13.23	13.88	13.15	13.81	2.87
1994-07-01	12.78	13.16	12.76	13.16	2.74
1994-06-01	13.28	13.33	12.59	12.7	2.64
1994-05-01	13.06	13.19	12.68	13.18	2.74
1994-04-01	12.88	13.22	12.49	12.99	2.7
1994-03-01	13.53	13.97	13.02	13.04	2.71
1994-02-01	13.66	13.74	13.44	13.6	2.83
1994-01-01	13.28	13.72	13.28	13.72	2.85
1993-12-01	13.73	13.79	13.03	13.38	2.73
1993-11-01	14.05	14.05	13.31	13.68	2.79
1993-10-01	13.61	14.08	13.49	13.93	2.84
1993-09-01	13.53	13.76	13.25	13.6	2.77
1993-08-01	12.81	13.57	12.81	13.57	2.77
1993-07-01	12.64	12.82	12.48	12.75	2.6
1993-06-01	12.8	12.84	12.34	12.65	2.58
1993-05-01	12.11	12.78	12.11	12.67	2.58
1993-04-01	12.14	12.14	11.69	12.01	2.45
1993-03-01	12.17	12.53	12.07	12.28	2.5
1993-02-01	12.53	12.65	11.89	12.15	2.48
1993-01-01	12.11	12.57	12.1	12.4	2.53
1992-12-01	12.11	12.32	11.87	12.17	2.47
1992-11-01	11.44	12.13	11.44	12.13	2.46
1992-10-01	11.07	11.44	10.88	11.37	2.31
1992-09-01	11.1	11.62	11.1	11.2	2.27
1992-08-01	11.36	11.36	10.8	11.02	2.24
1992-07-01	11.14	11.3	11.01	11.3	2.29
1992-06-01	11.42	11.42	10.7	10.98	2.23
1992-05-01	11.19	11.44	11.19	11.42	2.32
1992-04-01	11.3	11.47	10.98	11.23	2.28
1992-03-01	11.8	11.82	11.28	11.3	2.29
1992-02-01	11.46	11.84	11.46	11.74	2.38
1992-01-01	11.46	11.9	11.44	11.45	2.33
1991-12-01	11.17	11.47	10.46	11.47	2.31
1991-11-01	11.44	11.57	10.98	10.99	2.21
1991-10-01	11.19	11.5	10.87	11.49	2.32
1991-09-01	11.14	11.18	10.9	11.15	2.25
1991-08-01	11.08	11.22	10.73	11.21	2.26
1991-07-01	10.58	11.04	10.46	11.04	2.22
1991-06-01	11.25	11.27	10.34	10.41	2.1
1991-05-01	10.91	11.23	10.7	11.23	2.26
1991-04-01	10.65	11.29	10.65	10.77	2.17
1991-03-01	10.68	10.95	10.49	10.76	2.17
1991-02-01	9.87	10.57	9.87	10.57	2.13
1991-01-01	8.97	9.82	8.63	9.82	1.98
1990-12-01	9.39	9.62	8.84	9.01	1.79
1990-11-01	8.57	9.31	8.57	9.31	1.85
1990-10-01	8.96	9.02	8.35	8.56	1.7
1990-09-01	9.25	9.29	8.61	8.71	1.73
1990-08-01	10.19	10.19	8.74	9.22	1.83
1990-07-01	10.68	10.93	10.2	10.2	2.03
1990-06-01	10.84	10.93	10.4	10.57	2.1
1990-05-01	9.86	10.77	9.86	10.76	2.14
1990-04-01	9.91	10.1	9.75	9.81	1.95
1990-03-01	9.71	10.07	9.71	9.95	1.98
1990-02-01	9.5	9.73	9.48	9.69	1.93
1990-01-01	10.22	10.23	9.32	9.47	1.88
1989-12-01	11.48	11.51	9.72	10.09	1.98
1989-11-01	11.44	11.47	11.18	11.41	2.24
1989-10-01	11.79	12.13	11.24	11.39	2.24
1989-09-01	11.59	11.7	11.41	11.7	2.3
1989-08-01	11.2	11.56	11.17	11.53	2.26
1989-07-01	10.68	11.2	10.68	11.2	2.2
1989-06-01	10.76	10.94	10.64	10.64	2.09
1989-05-01	10.23	10.71	10.22	10.71	2.1
1989-04-01	9.67	10.23	9.64	10.23	2.01
1989-03-01	9.37	9.75	9.37	9.61	1.89
1989-02-01	9.51	9.61	9.31	9.38	1.84
1989-01-01	8.71	9.47	8.71	9.47	1.86
1988-12-01	8.88	9.03	8.53	8.76	1.71
1988-11-01	9.05	9.05	8.57	8.84	1.72
1988-10-01	9.06	9.18	8.98	9.04	1.76
1988-09-01	8.6	9.12	8.6	9.09	1.77
1988-08-01	9.04	9.05	8.57	8.71	1.7
1988-07-01	9.21	9.28	8.87	9.05	1.76
1988-06-01	8.87	9.23	8.83	9.23	1.8
1988-05-01	8.75	8.8	8.34	8.7	1.69
1988-04-01	8.54	8.99	8.54	8.73	1.7
1988-03-01	8.63	8.95	8.54	8.61	1.68
1988-02-01	8.04	8.67	7.97	8.67	1.69
1988-01-01	7.99	8.12	7.61	8.03	1.56
1987-12-01	7.53	7.82	7.05	7.78	1.51
1987-11-01	8.26	8.28	7.51	7.51	1.46
1987-10-01	10.51	10.67	7.22	8.18	1.59
1987-09-01	10.39	10.39	10.04	10.35	2
1987-08-01	10.23	10.8	10.22	10.61	2.05
1987-07-01	9.87	10.31	9.87	10.31	1.99
1987-06-01	9.76	10.14	9.71	9.89	1.91
1987-05-01	9.47	9.76	9.27	9.76	1.89
1987-04-01	9.6	9.9	9.26	9.47	1.83
1987-03-01	9.65	9.91	9.51	9.6	1.86
1987-02-01	9.13	9.71	9.13	9.68	1.87
1987-01-01	8.01	8.95	8.01	8.95	1.73
1986-12-01	7.96	8.18	7.88	7.88	1.52
1986-11-01	7.97	7.98	7.67	7.98	1.54
1986-10-01	8.08	8.18	7.62	7.92	1.52
1986-09-01	8.46	8.58	7.82	8.01	1.53
1986-08-01	8.1	8.61	8.06	8.57	1.64
1986-07-01	8.89	8.91	8.12	8.12	1.56
1986-06-01	8.83	8.89	8.59	8.89	1.7
1986-05-01	8.5	8.9	8.44	8.9	1.71
1986-04-01	8.27	8.65	8.03	8.49	1.63
1986-03-01	7.94	8.37	7.94	8.37	1.6
1986-02-01	7.46	7.97	7.46	7.97	1.53
1986-01-01	7.22	7.4	7.13	7.4	1.42
1985-12-01	6.97	7.31	6.97	7.26	1.39
1985-11-01	6.58	6.99	6.58	6.99	1.34
1985-10-01	6.91	6.91	6.18	6.55	1.24
1985-09-01	7.2	7.2	6.83	6.83	1.3
1985-08-01	7.41	7.41	7.14	7.25	1.38
1985-07-01	7.23	7.49	7.2	7.36	1.4
1985-06-01	7.05	7.21	6.91	7.21	1.37
1985-05-01	6.7	7.18	6.7	7.03	1.34
1985-04-01	6.83	6.84	6.66	6.75	1.28
1985-03-01	6.91	6.91	6.57	6.81	1.29
1985-02-01	6.87	7.05	6.78	6.85	1.3
1985-01-01	6.13	6.91	6.08	6.9	1.31
